brand,population,slice,day,n_users,n_cost_dates,sum_cum,actual_arpu,actual_ratio,actual_arpu_120
lonestar,Blended,2026-04-14,71,2184,1,79409.52,36.35967032967033,0.6114998709381716,59.45981684981685
lonestar,Blended,2026-04-14,72,2184,1,80144.44,36.69617216117216,0.6171591859063251,59.45981684981685
lonestar,Blended,2026-04-14,73,2184,1,81740.14,37.42680402930403,0.6294470116488311,59.45981684981685
lonestar,Blended,2026-04-14,74,2184,1,82329.98,37.69687728937729,0.6339891255398881,59.45981684981685
lonestar,Blended,2026-04-14,75,2184,1,82693.84,37.86347985347985,0.6367910609128705,59.45981684981685
lonestar,Blended,2026-04-14,76,2184,1,82929.75,37.971497252747255,0.6386077062540466,59.45981684981685
lonestar,Blended,2026-04-14,77,2184,1,83314.6,38.14771062271063,0.6415712769358812,59.45981684981685
lonestar,Blended,2026-04-14,78,2184,1,83508.49,38.236488095238094,0.6430643436358965,59.45981684981685
lonestar,Blended,2026-04-14,79,2184,1,83842.43,38.38939102564103,0.6456358774633405,59.45981684981685
lonestar,Blended,2026-04-14,80,2184,1,84661.34,38.764349816849816,0.6519419646844946,59.45981684981685
lonestar,Blended,2026-04-14,81,2184,1,85149.22,38.98773809523809,0.6556989267846725,59.45981684981685
lonestar,Blended,2026-04-14,82,2184,1,85981.0,39.36858974358975,0.6621041205529883,59.45981684981685
lonestar,Blended,2026-04-14,83,2184,1,86226.47,39.48098443223444,0.6639943835002924,59.45981684981685
lonestar,Blended,2026-04-14,84,2184,1,86458.37,39.58716575091575,0.6657801494899439,59.45981684981685
lonestar,Blended,2026-04-14,85,2184,1,87304.25,39.974473443223445,0.6722939215267121,59.45981684981685
lonestar,Blended,2026-04-14,86,2184,1,87579.13,40.10033424908425,0.6744106587204828,59.45981684981685
lonestar,Blended,2026-04-14,87,2184,1,89646.77,41.04705586080586,0.6903326992157106,59.45981684981685
lonestar,Blended,2026-04-14,88,2184,1,93234.54,42.689807692307696,0.7179606321380586,59.45981684981685
lonestar,Blended,2026-04-14,89,2184,1,93538.44,42.82895604395605,0.7203008403495943,59.45981684981685
lonestar,Blended,2026-04-14,90,2184,1,94644.36,43.33532967032967,0.7288170728777338,59.45981684981685
lonestar,Blended,2026-04-14,91,2184,1,95340.25,43.65396062271062,0.7341758339581075,59.45981684981685
lonestar,Blended,2026-04-14,92,2184,1,96642.11,44.25005036630037,0.7442009193884132,59.45981684981685
lonestar,Blended,2026-04-14,93,2184,1,97572.86,44.67621794871795,0.7513682401942272,59.45981684981685
lonestar,Blended,2026-04-14,94,2184,1,99048.63,45.35193681318682,0.7627325346079755,59.45981684981685
lonestar,Blended,2026-04-14,95,2184,1,100552.42,46.04048534798535,0.7743125994530735,59.45981684981685
lonestar,Blended,2026-04-14,96,2184,1,101282.3,46.37467948717949,0.7799331034656951,59.45981684981685
lonestar,Blended,2026-04-14,97,2184,1,103138.18,47.2244413919414,0.7942244677816706,59.45981684981685
lonestar,Blended,2026-04-14,98,2184,1,104430.71,47.81625915750916,0.8041777067407236,59.45981684981685
lonestar,Blended,2026-04-14,99,2184,1,105342.63,48.23380494505495,0.8112000255043422,59.45981684981685
lonestar,Blended,2026-04-14,100,2184,1,106297.49,48.67101190476191,0.8185530074486231,59.45981684981685
lonestar,Blended,2026-04-14,101,2184,1,107590.23,49.262925824175824,0.8285078635308235,59.45981684981685
lonestar,Blended,2026-04-14,102,2184,1,110119.89,50.42119505494505,0.8479877289615357,59.45981684981685
lonestar,Blended,2026-04-14,103,2184,1,111286.59,50.95539835164835,0.8569720031319824,59.45981684981685
lonestar,Blended,2026-04-14,104,2184,1,112000.35,51.28221153846154,0.8624683736915933,59.45981684981685
lonestar,Blended,2026-04-14,105,2184,1,112372.15,51.45244963369963,0.8653314517207114,59.45981684981685
lonestar,Blended,2026-04-14,106,2184,1,113194.96,51.82919413919414,0.8716675712288843,59.45981684981685
lonestar,Blended,2026-04-14,107,2184,1,113407.76,51.92663003663005,0.8733062560180084,59.45981684981685
lonestar,Blended,2026-04-14,108,2184,1,114120.47,52.25296245421246,0.8787945409618834,59.45981684981685
lonestar,Blended,2026-04-14,109,2184,1,115401.11,52.83933608058608,0.8886562199484614,59.45981684981685
lonestar,Blended,2026-04-14,110,2184,1,116485.83,53.33600274725275,0.8970092000446018,59.45981684981685
lonestar,Blended,2026-04-14,111,2184,1,118555.49,54.28364926739927,0.912946795724388,59.45981684981685
lonestar,Blended,2026-04-14,112,2184,1,119109.24,54.5371978021978,0.9172109954517256,59.45981684981685
lonestar,Blended,2026-04-14,113,2184,1,119960.97,54.927184065934064,0.9237698159190216,59.45981684981685
lonestar,Blended,2026-04-14,114,2184,1,122710.53,56.18614010989011,0.9449430403024052,59.45981684981685
lonestar,Blended,2026-04-14,115,2184,1,124526.29,57.017532051282046,0.9589254570914084,59.45981684981685
