brand,population,slice,day,n_users,n_cost_dates,sum_cum,actual_arpu,actual_ratio,actual_arpu_120,raw_goal_ratio,organic_share,adjusted_goal_ratio,ARPU_nominal,ARPU_at_horizon,shape_signed_bias,shape_ae,shape_ape,adj_signed_bias,adj_ae,adj_ape,level_signed_bias,level_ae,level_ape
lonestar,Affiliate,2026-04-10,1,1018,1,6259.52,6.148840864440079,0.0576745248857938,106.61277013752456,0.17192461318814367,0.2477349776590019,0.12933287298094637,8.556510369768157,49.76896682271107,-0.11425008830234987,0.11425008830234987,0.6645359624995731,-0.07165834809515256,0.07165834809515256,0.5540613646285384,-2.4076695053280774,2.4076695053280774,0.28138451322806196
lonestar,Affiliate,2026-04-10,7,1018,1,18857.120000000003,18.523693516699414,0.1737474178074997,106.61277013752456,0.33297959387564136,0.2477349776590019,0.25048890162595583,16.572050360236602,49.76896682271107,-0.15923217606814166,0.15923217606814166,0.4782040070828198,-0.07674148381845614,0.07674148381845614,0.30636680236256875,1.9516431564628114,1.9516431564628114,0.11776715095831675
lonestar,Affiliate,2026-04-10,30,1018,1,43239.54,42.474990176817286,0.3984043386362337,106.61277013752456,0.5528951467520159,0.2477349776590019,0.41592367992363466,27.51702021513905,49.76896682271107,-0.1544908081157822,0.1544908081157822,0.2794215305077986,-0.017519341287400958,0.017519341287400958,0.04212152885985617,14.957969961678238,14.957969961678238,0.5435897435380306
lonestar,Affiliate,2026-04-10,60,1018,1,64248.06,63.112043222003926,0.5919745180675157,106.61277013752456,0.7264654236828201,0.2477349776590019,0.5464945281767193,36.155433569117015,49.76896682271107,-0.1344909056153044,0.1344909056153044,0.1851304979299663,0.04547998989079638,0.04547998989079638,0.08322130880712052,26.95660965288691,26.95660965288691,0.7455756159404077
lonestar,Affiliate,2026-04-10,90,1018,1,89741.49,88.15470530451867,0.8268681621423398,106.61277013752456,0.8784478131200095,0.2477349776590019,0.6608255637621249,43.71944006665285,49.76896682271107,-0.0515796509776697,0.0515796509776697,0.058716807313200205,0.16604259838021496,0.16604259838021496,0.2512653981406578,44.43526523786582,44.43526523786582,1.0163731550569186
lonestar,Affiliate,2026-04-10,120,1018,1,108531.8,106.61277013752456,1.0,106.61277013752456,1.0,0.2477349776590019,0.7522650223409981,49.76896682271107,49.76896682271107,0.0,0.0,0.0,0.24773497765900188,0.24773497765900188,0.32931875110724584,56.84380331481349,56.84380331481349,1.1421535736778439
lonestar,Affiliate,2026-04-11,1,1374,1,5619.01,4.089526928675401,0.1885610525305526,21.688078602620084,0.17192461318814367,0.2477349776590019,0.12933287298094637,8.556510369768157,49.76896682271107,0.016636439342408937,0.016636439342408937,0.0967658965979644,0.05922817954960624,0.05922817954960624,0.45795147192262464,-4.466983441092756,4.466983441092756,0.5220566852668691
lonestar,Affiliate,2026-04-11,7,1374,1,8681.45,6.318377001455604,0.2913294956747481,21.688078602620084,0.33297959387564136,0.2477349776590019,0.25048890162595583,16.572050360236602,49.76896682271107,-0.04165009820089327,0.04165009820089327,0.1250830350176006,0.040840594048792256,0.040840594048792256,0.1630435272129451,-10.253673358780997,10.253673358780997,0.618732935025585
lonestar,Affiliate,2026-04-11,30,1374,1,15706.56,11.431266375545851,0.5270760303388455,21.688078602620084,0.5528951467520159,0.2477349776590019,0.41592367992363466,27.51702021513905,49.76896682271107,-0.025819116413170362,0.025819116413170362,0.04669803409352539,0.11115235041521088,0.11115235041521088,0.2672421787468771,-16.085753839593195,16.085753839593195,0.5845747000884671
lonestar,Affiliate,2026-04-11,60,1374,1,21511.16,15.655866084425035,0.7218650564339844,21.688078602620084,0.7264654236828201,0.2477349776590019,0.5464945281767193,36.155433569117015,49.76896682271107,-0.004600367248835724,0.004600367248835724,0.006332534349004718,0.17537052825726507,0.17537052825726507,0.3209007944550832,-20.49956748469198,20.49956748469198,0.5669844186905879
