brand,population,slice,n_users,prod_shape_mae,prod_shape_median_ae,prod_shape_bias,prod_level_mae,prod_level_bias,esc_shape_mae,esc_shape_median_ae,esc_shape_bias,esc_level_mae,esc_level_bias,shape_mae_delta,shape_winner,prod_ARPU_120,esc_ARPU_120
realprize,Affiliate,2026-04-11,417,0.0877878015070083,0.0810507943165049,0.0874354557425106,5.020408092450103,5.020408092450103,0.08778780150700834,0.08105079431650491,0.08743545574251069,5.020408092450105,5.020408092450105,4.163336342344337e-17,tie,26.305980748617703,26.305980748617703
realprize,App,2026-04-11,624,0.1577451500203248,0.1451614253563494,0.145089291994153,71.3822224149411,71.37027359785382,0.14894208500708242,0.14516142535634946,0.1301618655147088,74.77543657555712,74.77465196479402,-0.008803065013242378,winsor_esc,29.54262161775924,23.919038273964876
realprize,Blended,2026-04-11,1479,0.1073586349419952,0.0900644186700743,0.1034677843346338,17.128963201344856,17.059277922286835,0.10749273606118527,0.09006441867007431,0.10333368321544373,23.61539103251163,23.58927084905611,0.00013410111919007206,production,61.94360163636376,51.7962252336126
realprize,Web,2026-04-11,15,0.2417235230713439,0.2516142663438523,0.2417235230713439,1.6259604467014062,1.6259604467014062,0.23192687000765963,0.24970723518540894,0.23192687000765963,1.7256984674768712,1.7256984674768712,-0.009796653063684269,winsor_esc,1.7467934889176902,1.586750287070991
lonestar,Affiliate,2026-04-12,1021,0.0531853669004843,0.0537858753421245,-0.046518191637995,62.61359356593008,62.61359356593008,0.053185366900484386,0.05378587534212459,-0.04651819163799504,62.61359356593008,62.61359356593008,8.326672684688674e-17,tie,49.76896682271107,49.76896682271107
lonestar,Blended,2026-04-12,2216,0.0311737122465775,0.0194326809201763,0.029979961596756,6.264772140198136,-4.747297988019003,0.03145297803123356,0.020245226115114423,0.029672645181205815,4.472547102049756,4.357205395093052,0.00027926578465605617,production,115.97159954549878,101.02671758147736
lonestar,Web,2026-04-12,547,0.068995737011009,0.0509452799812292,0.0619213996640546,17.105268431515434,-17.105268431515434,0.06401381840008849,0.054598434271736676,0.044927010811514,12.35231196985762,-12.35231196985762,-0.0049819186109205105,winsor_esc,45.244482652706765,36.659680693573584
realprize,Affiliate,2026-04-12,346,0.0816599102591921,0.062258466303288,0.0771316157281213,3.2209008180416325,-2.305333635554774,0.08165991025919217,0.062258466303288074,0.07713161572812138,3.2209008180416334,-2.3053336355547747,6.938893903907228e-17,tie,26.305980748617703,26.305980748617703
realprize,App,2026-04-12,679,0.0194357041387947,0.0138591033651694,-0.0032849098390566,10.007862763869358,-10.007862763869358,0.025981032900045366,0.01858640143461482,-0.018212336318500996,6.603484396929174,-6.603484396929174,0.006545328761250666,production,29.54262161775924,23.919038273964876
realprize,Blended,2026-04-12,1490,0.1969640678207221,0.1985748717256876,-0.1969223613040202,9.12020187313995,3.0114973930505324,0.19709816893991228,0.19857487172568764,-0.19705646242321045,12.75389849986561,9.541490319819808,0.00013410111919018308,production,61.94360163636376,51.7962252336126
realprize,Web,2026-04-12,9,0.2557672168086194,0.2840233462191998,0.0880099362356756,0.6304506644097045,-0.6304506644097045,0.2585709293435032,0.29204645090827425,0.07821328317199137,0.5307126436342401,-0.5307126436342401,0.002803712534883762,production,1.7467934889176902,1.586750287070991
lonestar,Affiliate,2026-04-13,1019,0.0868771166827815,0.0451331205586205,-0.0803296150042318,168.0050859580901,167.9830341251931,0.08687711668278159,0.045133120558620565,-0.0803296150042319,168.0050859580901,167.9830341251931,8.326672684688674e-17,tie,49.76896682271107,49.76896682271107
lonestar,Blended,2026-04-13,2149,0.0409842075669273,0.0390644060356095,0.0156205453471886,34.53589170533298,33.944291019374106,0.04129152398247736,0.03937576561418438,0.01531322893163839,43.44237106898678,43.04879440248616,0.00030731641555006156,production,115.97159954549878,101.02671758147736
lonestar,Web,2026-04-13,474,0.0578481328628512,0.0633923570922932,0.0576000290006252,18.28558741667165,-18.28558741667165,0.040853744010310604,0.04333510667723309,0.040605640148084605,13.532630955013838,-13.532630955013838,-0.016994388852540593,winsor_esc,45.244482652706765,36.659680693573584
realprize,Affiliate,2026-04-13,362,0.3176089093196116,0.3526465857459576,-0.3176089093196116,19.109512066177203,19.109512066177203,0.3176089093196116,0.35264658574595764,-0.3176089093196116,19.109512066177203,19.109512066177203,0.0,tie,26.305980748617703,26.305980748617703
realprize,App,2026-04-13,726,0.0661676134326386,0.063112695755603,0.0312376433296247,54.10280187260238,54.0608508023728,0.06956717893818981,0.0768867585052162,0.01631021685018044,57.48496759118508,57.46522916931297,0.0033995655055512053,production,29.54262161775924,23.919038273964876
realprize,Blended,2026-04-13,1655,0.0506819967668502,0.0505016504814878,-0.0136703349643567,7.728375489423609,7.624258445755034,0.05081519367257236,0.05223102923603917,-0.013804436083546878,14.205798767726254,14.154251372524307,0.0001331969057221591,production,61.94360163636376,51.7962252336126
realprize,Web,2026-04-13,15,0.2432404227037438,0.2009128642220722,0.2372904352583271,17.24922711336807,17.24922711336807,0.2349206593796331,0.21062940752323808,0.22749378219464286,17.348965134143537,17.348965134143537,-0.00831976332411069,winsor_esc,1.7467934889176902,1.586750287070991
lonestar,Affiliate,2026-04-14,983,0.1747572529525445,0.186319732180838,-0.174299418292693,12.467360739369044,-12.467360739369044,0.17475725295254457,0.1863197321808381,-0.17429941829269305,12.467360739369045,-12.467360739369045,8.326672684688674e-17,tie,49.76896682271107,49.76896682271107
lonestar,Blended,2026-04-14,2184,0.0581880665992665,0.0560380919906887,-0.0261323216204554,36.09850857808327,-36.09850857808327,0.057880750183716474,0.05603809199068863,-0.02643963803600572,26.994005194971216,-26.994005194971216,-0.00030731641555002687,winsor_esc,115.97159954549878,101.02671758147736
lonestar,Web,2026-04-14,465,0.0441861185373046,0.0437538056923534,-0.0141866491641735,18.051203504870912,-18.051203504870912,0.045014509262124074,0.04524156772534599,-0.031181038016714232,13.298247043213102,-13.298247043213102,0.0008283907248194736,production,45.244482652706765,36.659680693573584
realprize,Affiliate,2026-04-14,266,0.054314227500357,0.0330109228622659,-0.0422213834396302,37.65905130361684,37.63618621356224,0.054314227500357075,0.03301092286226592,-0.04222138343963027,37.65905130361684,37.63618621356224,7.632783294297951e-17,tie,26.305980748617703,26.305980748617703
realprize,App,2026-04-14,334,0.0313756182854305,0.0268500942950205,0.0024440854049805,8.438199288904709,-8.438199288904709,0.04393658360023007,0.032121629625889714,-0.01248334107446374,5.033820921964523,-5.033820921964523,0.012560965314799569,production,29.54262161775924,23.919038273964876
realprize,Blended,2026-04-14,1048,0.0284442740908552,0.0240780160737456,0.0039925040406531,5.365678548047716,5.315163720944719,0.028577470996577346,0.02407801607374571,0.0038584029214630473,11.865381562570276,11.845156647713994,0.0001331969057221452,production,61.94360163636376,51.7962252336126
realprize,Web,2026-04-14,14,0.1659167175630084,0.1265822970939906,0.158843269569009,0.8827264580604982,-0.8827264580604982,0.16190163088770054,0.1219973561634688,0.14904661650532472,0.7829884372850339,-0.7829884372850339,-0.004015086675307866,winsor_esc,1.7467934889176902,1.586750287070991
lonestar,Affiliate,overall,5415,0.0803169312212638,0.0747622928075688,-0.0799291020476793,41.60684644395927,41.44467365836567,0.08031693122126389,0.07476229280756885,-0.07992910204767935,41.60684644395927,41.44467365836566,9.71445146547012e-17,tie,49.76896682271107,49.76896682271107
lonestar,Blended,overall,11280,0.0177399016199003,0.01357737535476,0.0139109977537443,19.14039289122137,-19.14039289122137,0.018047218035450143,0.013803020850610914,0.013603681338194151,10.03588950810932,-10.03588950810932,0.000307316415549843,production,115.97159954549878,101.02671758147736
lonestar,Web,overall,2455,0.0682553089816428,0.0831485310041733,0.0682553089816428,17.920561465729087,-17.920561465729087,0.051260920129102196,0.05900790332848682,0.051260920129102196,13.167605004071271,-13.167605004071271,-0.0169943888525406,winsor_esc,45.244482652706765,36.659680693573584
realprize,Affiliate,overall,1822,0.1654940786005352,0.1668827278858721,-0.1654940786005352,22.297928333337527,22.297928333337527,0.1654940786005352,0.16688272788587216,-0.1654940786005352,22.297928333337527,22.297928333337527,0.0,tie,26.305980748617703,26.305980748617703
realprize,App,overall,2955,0.0766324728572558,0.077140775799452,0.0583478171094436,25.882383331831686,25.82654867472809,0.07695297313815438,0.0843148060129113,0.04342039062999934,29.26335885103788,29.230927041668277,0.0003205002808985835,production,29.54262161775924,23.919038273964876
realprize,Blended,overall,7096,0.0458273158810162,0.050271324195884,-0.0448109276517708,6.838204319891347,6.694172551314696,0.04596141700020636,0.05040841028506149,-0.04494502877096099,13.292767139891158,13.22416547808397,0.00013410111919016227,production,61.94360163636376,51.7962252336126
realprize,Web,overall,65,0.1365169757061043,0.1288942929117483,0.128241186942887,6.048668139009099,6.048668139009099,0.13224953146853205,0.12750281546736897,0.1184445338792028,6.148406159784563,6.148406159784563,-0.004267444237572249,winsor_esc,1.7467934889176902,1.586750287070991
