as_of_date,eval_cost_start,eval_cost_end,goal_horizon,lookback_cohorts,patches,sql_floor,eval_deposit_end,actuals_winsorized,primary,arpu_nominal_after_organic,run_ts,exported_at,plots,engine,max_revenue_cut_fraction,pct_used_wired_into_curve,helpers_notebook,baseline_run,reused_actuals
2026-04-10,2026-04-10,2026-04-14,120,35,"[(1, 7), (7, 14), (14, 30), (30, 60), (60, 90), (90, 120)]",2025-11-01,2026-08-11,False,shape_raw_vs_actual_ratio,False,073346,2026-08-17T07:33:50,plot_lonestar_Affiliate.png;plot_lonestar_Blended.png;plot_lonestar_Web.png;plot_realprize_Affiliate.png;plot_realprize_App.png;plot_realprize_Blended.png;plot_realprize_Web.png,winsor_escalation_capped,0.15,True,experiments/cv_optimization/winsor_escalation/Marketing_Goals_Combined_RP_LS_Colab.ipynb,runs/2026-04-10_rp_ls_goal120_realized_133457,True
