brand,population,slice,day,n_users,n_cost_dates,sum_cum,actual_arpu,actual_ratio,actual_arpu_120,raw_goal_ratio,organic_share,adjusted_goal_ratio,ARPU_nominal,ARPU_at_horizon,shape_signed_bias,shape_ae,shape_ape,adj_signed_bias,adj_ae,adj_ape,level_signed_bias,level_ae,level_ape
realprize,Web,overall,1,65,5,57.96,0.8916923076923077,0.103553625984885,8.610923076923077,0.29730586316169727,0.4824250367129681,0.1538780712109348,0.4717501637197119,1.586750287070991,-0.19375223717681228,0.19375223717681228,0.6516932936214421,-0.0503244452260498,0.0503244452260498,0.3270410450951485,0.41994214397259577,0.41994214397259577,0.8901791165505613
realprize,Web,overall,2,65,5,57.96,0.8916923076923077,0.103553625984885,8.610923076923077,0.32071104527473043,0.4824250367129681,0.16599200748381424,0.5088883431565161,1.586750287070991,-0.21715741928984544,0.21715741928984544,0.6771123804102913,-0.06243838149892923,0.06243838149892923,0.37615293920110915,0.3828039645357916,0.3828039645357916,0.7522356715057522
realprize,Web,overall,3,65,5,157.92,2.429538461538461,0.282146111379107,8.610923076923077,0.3470998062355857,0.4824250367129681,0.17965016946931914,0.5507607171866009,1.586750287070991,-0.06495369485647867,0.06495369485647867,0.18713261629536293,0.10249594190978786,0.10249594190978786,0.5705307276500635,1.8787777443518603,1.8787777443518603,3.4112413716596266
realprize,Web,overall,4,65,5,207.9,3.1984615384615385,0.371442354076218,8.610923076923077,0.38309746798992667,0.4824250367129681,0.19828165793024116,0.607880017309186,1.586750287070991,-0.011655113913708659,0.011655113913708659,0.030423364515724555,0.17316069614597684,0.17316069614597684,0.8733066787594529,2.5905815211523526,2.5905815211523526,4.26166586725404
realprize,Web,overall,5,65,5,207.9,3.1984615384615385,0.371442354076218,8.610923076923077,0.4176260930977505,0.4824250367129681,0.2161528098027748,0.6626683231111921,1.586750287070991,-0.0461837390215325,0.0461837390215325,0.11058633496524038,0.15528954427344321,0.15528954427344321,0.7184248236936392,2.5357932153503464,2.5357932153503464,3.82664015603603
realprize,Web,overall,6,65,5,207.9,3.1984615384615385,0.371442354076218,8.610923076923077,0.43054348450048174,0.4824250367129681,0.22283852818380762,0.6831649976276842,1.586750287070991,-0.05910113042426374,0.05910113042426374,0.13727099015987457,0.1486038258924104,0.1486038258924104,0.6668677409762598,2.5152965408338543,2.5152965408338543,3.6818287669425613
realprize,Web,overall,7,65,5,207.9,3.1984615384615385,0.371442354076218,8.610923076923077,0.43980102163461665,0.4824250367129681,0.22762999762613584,0.6978543973328432,1.586750287070991,-0.06835866755839864,0.06835866755839864,0.1554308976007575,0.14381235645008217,0.14381235645008217,0.6317812149094801,2.5006071411286954,2.5006071411286954,3.5832791921722684
realprize,Web,overall,8,65,5,207.9,3.1984615384615385,0.371442354076218,8.610923076923077,0.4531831983911596,0.4824250367129681,0.23455627726960412,0.7190885701429224,1.586750287070991,-0.08174084431494161,0.08174084431494161,0.1803704210684086,0.13688607680661388,0.13688607680661388,0.5835958789935689,2.479372968318616,2.479372968318616,3.447938225225619
realprize,Web,overall,9,65,5,207.9,3.1984615384615385,0.371442354076218,8.610923076923077,0.456839362879992,0.4824250367129681,0.2364486164706829,0.724889990195156,1.586750287070991,-0.08539700880377399,0.08539700880377399,0.18693005844640206,0.1349937376055351,0.1349937376055351,0.5709220870923255,2.4735715482663823,2.4735715482663823,3.41234060577998
realprize,Web,overall,10,65,5,357.85,5.505384615384616,0.6393489485626485,8.610923076923077,0.47091552298016176,0.4824250367129681,0.24373408451775064,0.7472253412749575,1.586750287070991,0.1684334255824867,0.1684334255824867,0.3576722731851468,0.3956148640448978,0.3956148640448978,1.6231413215252872,4.7581592741096586,4.7581592741096586,6.367770217737827
