brand,method,population,goal_horizon,day,ARPU_nominal,ARPU_at_horizon,raw_goal_ratio,organic_share,adjusted_goal_ratio,effective_patch,is_extrapolated
lonestar,hybrid_donor,App,120,120,43.143431113552175,43.143431113552175,1.0,0.33762183461493167,0.6623781653850683,90->120,False
lonestar,native_early_rp_tail,App,120,1,4.045430136018371,48.44620909883581,0.08350354364704225,0.33762183461493167,0.05531092404407983,1->7,False
lonestar,native_early_rp_tail,App,120,2,6.049594889006654,48.44620909883581,0.12487241007164851,0.33762183461493167,0.08271275789047047,1->7,False
lonestar,native_early_rp_tail,App,120,3,7.445870576458812,48.44620909883581,0.1536935647796174,0.33762183461493167,0.10180326147021412,1->7,False
lonestar,native_early_rp_tail,App,120,4,8.701784725902375,48.44620909883581,0.17961745382698033,0.33762183461493167,0.11897467953705244,1->7,False
lonestar,native_early_rp_tail,App,120,5,10.838387799564272,48.44620909883581,0.2237200392181919,0.33762183461493167,0.1481872691372215,1->7,False
lonestar,native_early_rp_tail,App,120,6,11.668260024730614,48.44620909883581,0.24084980521233412,0.33762183461493167,0.15953365210989695,1->7,False
lonestar,native_early_rp_tail,App,120,7,12.53166166166166,48.44620909883581,0.25867166688100685,0.33762183461493167,0.17133846414573886,1->7,False
lonestar,native_early_rp_tail,App,120,8,13.045689750271443,48.44620909883581,0.2692819519408989,0.33762183461493167,0.17836648529792273,7->14,False
lonestar,native_early_rp_tail,App,120,9,13.767858222097919,48.44620909883581,0.2841885563018958,0.33762183461493167,0.18824029454668095,7->14,False
lonestar,native_early_rp_tail,App,120,10,14.212189172985465,48.44620909883581,0.29336019138238395,0.33762183461493167,0.19431538536487603,7->14,False
lonestar,native_early_rp_tail,App,120,11,14.625525665873122,48.44620909883581,0.3018920559095837,0.33762183461493167,0.1999667061377165,7->14,False
lonestar,native_early_rp_tail,App,120,12,15.074471791538981,48.44620909883581,0.3111589548892326,0.33762183461493167,0.20610489768266513,7->14,False
lonestar,native_early_rp_tail,App,120,13,15.403109829032463,48.44620909883581,0.317942520489237,0.33762183461493167,0.2105981834195653,7->14,False
lonestar,native_early_rp_tail,App,120,14,15.638510138006435,48.44620909883581,0.32280152418328717,0.33762183461493167,0.21381668137202953,7->14,False
lonestar,native_early_rp_tail,App,120,15,16.549835458960732,48.44620909883581,0.34161260017676875,0.33762183461493167,0.22627672737751095,14->30,False
lonestar,native_early_rp_tail,App,120,16,17.020009727036438,48.44620909883581,0.3513176787953351,0.33762183461493167,0.23270515954779478,14->30,False
lonestar,native_early_rp_tail,App,120,17,17.447479445960667,48.44620909883581,0.36014127360028964,0.33762183461493167,0.23854971608680178,14->30,False
lonestar,native_early_rp_tail,App,120,18,17.932507733758257,48.44620909883581,0.37015296072338477,0.33762183461493167,0.24518123903580685,14->30,False
lonestar,native_early_rp_tail,App,120,19,18.461758698793954,48.44620909883581,0.38107746802499765,0.33762183461493167,0.252417394139985,14->30,False
lonestar,native_early_rp_tail,App,120,20,18.679847949594368,48.44620909883581,0.3855791463783129,0.33762183461493167,0.25539920758880763,14->30,False
lonestar,native_early_rp_tail,App,120,21,19.138483232133368,48.44620909883581,0.3950460436045403,0.33762183461493167,0.2616698736054051,14->30,False
lonestar,native_early_rp_tail,App,120,22,20.937383199505014,48.44620909883581,0.43217794723195696,0.33762183461493167,0.2862652358073885,14->30,False
lonestar,native_early_rp_tail,App,120,23,21.770571892032432,48.44620909883581,0.44937616992111756,0.33762183461493167,0.29765696300011857,14->30,False
lonestar,native_early_rp_tail,App,120,24,22.101987434872594,48.44620909883581,0.4562170672586995,0.33762183461493167,0.3021882240281737,14->30,False
lonestar,native_early_rp_tail,App,120,25,22.625793138088582,48.44620909883581,0.46702917646103903,0.33762183461493167,0.30934992908556236,14->30,False
lonestar,native_early_rp_tail,App,120,26,23.258976788240762,48.44620909883581,0.4800990050798358,0.33762183461493167,0.31800709818797823,14->30,False
lonestar,native_early_rp_tail,App,120,27,23.474675214569416,48.44620909883581,0.48455133334949685,0.33762183461493167,0.3209562232189284,14->30,False
lonestar,native_early_rp_tail,App,120,28,24.126064280978042,48.44620909883581,0.4979969481566269,0.33762183461493167,0.32986230488734947,14->30,False
lonestar,native_early_rp_tail,App,120,29,24.60231712179183,48.44620909883581,0.507827497330086,0.33762183461493167,0.33637384601359305,14->30,False
lonestar,native_early_rp_tail,App,120,30,24.767426429545022,48.44620909883581,0.5112355928410547,0.33762183461493167,0.33863129406560555,14->30,False
lonestar,native_early_rp_tail,App,120,31,25.127301214819855,48.44620909883581,0.5186639302067431,0.33762183461493167,0.34355166254175157,30->60,True
lonestar,native_early_rp_tail,App,120,32,25.644502679188594,48.44620909883581,0.5293397183435111,0.33762183461493167,0.3506230715018237,30->60,True
lonestar,native_early_rp_tail,App,120,33,26.44269927773647,48.44620909883581,0.5458156534764225,0.33762183461493167,0.3615363711881649,30->60,True
lonestar,native_early_rp_tail,App,120,34,26.937421984119887,48.44620909883581,0.556027447455475,0.33762183461493167,0.36830044054930006,30->60,True
lonestar,native_early_rp_tail,App,120,35,27.44671640679557,48.44620909883581,0.5665400227869456,0.33762183461493167,0.3752637409108318,30->60,True
lonestar,native_early_rp_tail,App,120,36,27.957540631792117,48.44620909883581,0.5770841754564435,0.33762183461493167,0.38224795741159395,30->60,True
lonestar,native_early_rp_tail,App,120,37,28.386035982968572,48.44620909883581,0.5859289407981915,0.33762183461493167,0.38810653685192237,30->60,True
lonestar,native_early_rp_tail,App,120,38,28.83080671063845,48.44620909883581,0.5951096535091178,0.33762183461493167,0.39418764049431315,30->60,True
lonestar,native_early_rp_tail,App,120,39,29.30714900018927,48.44620909883581,0.6049420490342048,0.33762183461493167,0.4007004046035606,30->60,True
lonestar,native_early_rp_tail,App,120,40,29.710500385156323,48.44620909883581,0.6132678064560945,0.33762183461493167,0.406215204530113,30->60,True
lonestar,native_early_rp_tail,App,120,41,30.007417666604884,48.44620909883581,0.6193966096580709,0.33762183461493167,0.41027478995104427,30->60,True
lonestar,native_early_rp_tail,App,120,42,30.22479184352451,48.44620909883581,0.6238835278496709,0.33762183461493167,0.41324682659102924,30->60,True
lonestar,native_early_rp_tail,App,120,43,30.622475755645485,48.44620909883581,0.6320923004145099,0.33762183461493167,0.41868413830259055,30->60,True
lonestar,native_early_rp_tail,App,120,44,31.103825005122975,48.44620909883581,0.6420280468522854,0.33762183461493167,0.42526535979977553,30->60,True
lonestar,native_early_rp_tail,App,120,45,31.342090062558885,48.44620909883581,0.6469461831083095,0.33762183461493167,0.42852302587015456,30->60,True
lonestar,native_early_rp_tail,App,120,46,31.644520072313156,48.44620909883581,0.6531887770156529,0.33762183461493167,0.4326579837697447,30->60,True
lonestar,native_early_rp_tail,App,120,47,31.917254568011003,48.44620909883581,0.6588184124560944,0.33762183461493167,0.4363869313645711,30->60,True
lonestar,native_early_rp_tail,App,120,48,32.094356937750575,48.44620909883581,0.6624740621557079,0.33762183461493167,0.4388083539058915,30->60,True
lonestar,native_early_rp_tail,App,120,49,32.39767351242505,48.44620909883581,0.668734956048472,0.33762183461493167,0.4429554333162512,30->60,True
lonestar,native_early_rp_tail,App,120,50,32.76607027434795,48.44620909883581,0.6763391993685496,0.33762183461493167,0.44799231805574585,30->60,True
lonestar,native_early_rp_tail,App,120,51,33.00683587123337,48.44620909883581,0.681308950384449,0.33762183461493167,0.4512841726160779,30->60,True
lonestar,native_early_rp_tail,App,120,52,33.23179216306766,48.44620909883581,0.6859523744215157,0.33762183461493167,0.45435987531085503,30->60,True
lonestar,native_early_rp_tail,App,120,53,33.533063610372295,48.44620909883581,0.69217105392005,0.33762183461493167,0.4584789928282119,30->60,True
lonestar,native_early_rp_tail,App,120,54,33.98498346229514,48.44620909883581,0.7014993349213741,0.33762183461493167,0.46465784248406533,30->60,True
lonestar,native_early_rp_tail,App,120,55,34.21944864073222,48.44620909883581,0.7063390361652576,0.33762183461493167,0.46786355491500076,30->60,True
lonestar,native_early_rp_tail,App,120,56,34.50834052480601,48.44620909883581,0.7123021835290568,0.33762183461493167,0.4718134135257549,30->60,True
lonestar,native_early_rp_tail,App,120,57,34.8849483040393,48.44620909883581,0.7200759141519208,0.33762183461493167,0.4769625629539253,30->60,True
lonestar,native_early_rp_tail,App,120,58,35.300636982350866,48.44620909883581,0.7286563311968028,0.33762183461493167,0.482646043854353,30->60,True
lonestar,native_early_rp_tail,App,120,59,35.65776018180782,48.44620909883581,0.7360278718415698,0.33762183461493167,0.48752879142269523,30->60,True
lonestar,native_early_rp_tail,App,120,60,36.0563497721889,48.44620909883581,0.7442553389188785,0.33762183461493167,0.492978485971129,30->60,True
lonestar,native_early_rp_tail,App,120,61,36.23725978444777,48.44620909883581,0.7479895838809517,0.33762183461493167,0.4954519682982055,60->90,True
lonestar,native_early_rp_tail,App,120,62,36.58767816248047,48.44620909883581,0.7552227272899191,0.33762183461493167,0.5002430445594044,60->90,True
lonestar,native_early_rp_tail,App,120,63,36.7640443261552,48.44620909883581,0.758863180628898,0.33762183461493167,0.5026544013632472,60->90,True
lonestar,native_early_rp_tail,App,120,64,37.06256222756542,48.44620909883581,0.7650250229476894,0.33762183461493167,0.5067358711737603,60->90,True
lonestar,native_early_rp_tail,App,120,65,37.2622960202556,48.44620909883581,0.7691478180312571,0.33762183461493167,0.5094667206174724,60->90,True
lonestar,native_early_rp_tail,App,120,66,37.44011633554874,48.44620909883581,0.7728182871680758,0.33762183461493167,0.5118979592304209,60->90,True
