run_tag,as_of_date,brands,brand_slug,run_ts,exported_at,main_columns,env,experiment_tag
2026-08-03_rp_ls_window_escalation_080607,2026-08-03,"realprize,lonestar",rp_ls,080607,2026-08-12T08:06:07,"brand,population,goal_horizon,day,raw_goal_ratio,organic_share,adjusted_goal_ratio",colab,window_escalation
