as_of_date,eval_cost_start,eval_cost_end,goal_horizon,lookback_cohorts,patches,sql_floor,eval_deposit_end,actuals_winsorized,primary,arpu_nominal_after_organic,run_ts,exported_at,plots
2026-04-10,2026-04-10,2026-04-14,120,35,"[(1, 7), (7, 14), (14, 30), (30, 60), (60, 90), (90, 120)]",2025-11-01,2026-08-11,False,shape_raw_vs_actual_ratio,False,133457,2026-08-16T13:35:01,plot_lonestar_Affiliate.png;plot_lonestar_Blended.png;plot_lonestar_Web.png;plot_realprize_Affiliate.png;plot_realprize_App.png;plot_realprize_Blended.png;plot_realprize_Web.png
