brand,scope,goal_horizon,cohort_start,cohort_end,checkpoint_day,organic_share_pct,users_org,users_acq
lonestar,non_app,30,2026-05-31,2026-07-04,7,0.39166994537512717,20807,58829
lonestar,non_app,30,2026-05-31,2026-07-04,30,0.36286782633448716,20807,58829
lonestar,non_app,60,2026-05-01,2026-06-04,7,0.41712409374617726,25467,43144
lonestar,non_app,60,2026-05-01,2026-06-04,30,0.4284313102469209,25467,43144
lonestar,non_app,60,2026-05-01,2026-06-04,60,0.4454738531909322,25467,43144
lonestar,non_app,90,2026-04-01,2026-05-05,7,0.4053681839537239,23916,52430
lonestar,non_app,90,2026-04-01,2026-05-05,30,0.366235083069192,23916,52430
lonestar,non_app,90,2026-04-01,2026-05-05,60,0.34477485070632996,23916,52430
lonestar,non_app,90,2026-04-01,2026-05-05,90,0.3295824355302553,23916,52430
lonestar,non_app,120,2026-03-02,2026-04-05,7,0.3990442771931395,24938,50417
lonestar,non_app,120,2026-03-02,2026-04-05,30,0.3793414382808811,24938,50417
lonestar,non_app,120,2026-03-02,2026-04-05,60,0.38263583352738323,24938,50417
lonestar,non_app,120,2026-03-02,2026-04-05,90,0.3744268172583488,24938,50417
lonestar,non_app,120,2026-03-02,2026-04-05,120,0.37435587456037017,24938,50417
lonestar,non_app,150,2026-01-31,2026-03-06,7,0.38199336697106473,27428,60188
lonestar,non_app,150,2026-01-31,2026-03-06,30,0.36639403954496824,27428,60188
lonestar,non_app,150,2026-01-31,2026-03-06,60,0.3495276300885266,27428,60188
lonestar,non_app,150,2026-01-31,2026-03-06,90,0.3235263909158598,27428,60188
lonestar,non_app,150,2026-01-31,2026-03-06,120,0.31439173708804447,27428,60188
lonestar,non_app,150,2026-01-31,2026-03-06,150,0.31072870373849226,27428,60188
lonestar,non_app,180,2026-01-01,2026-02-04,7,0.32818800807244264,28158,54491
lonestar,non_app,180,2026-01-01,2026-02-04,30,0.33041518491286986,28158,54491
lonestar,non_app,180,2026-01-01,2026-02-04,60,0.32389052865722334,28158,54491
lonestar,non_app,180,2026-01-01,2026-02-04,90,0.33435613342999543,28158,54491
lonestar,non_app,180,2026-01-01,2026-02-04,120,0.33639845433867566,28158,54491
lonestar,non_app,180,2026-01-01,2026-02-04,150,0.32710408453347567,28158,54491
lonestar,non_app,180,2026-01-01,2026-02-04,180,0.3225449196143609,28158,54491
lonestar,non_app,210,2025-12-02,2026-01-05,7,0.2715202539434691,23971,94323
lonestar,non_app,210,2025-12-02,2026-01-05,30,0.2830686366890162,23971,94323
lonestar,non_app,210,2025-12-02,2026-01-05,60,0.29551965599173186,23971,94323
lonestar,non_app,210,2025-12-02,2026-01-05,90,0.3098612062567333,23971,94323
lonestar,non_app,210,2025-12-02,2026-01-05,120,0.3075355519435794,23971,94323
lonestar,non_app,210,2025-12-02,2026-01-05,150,0.29506645209712934,23971,94323
lonestar,non_app,210,2025-12-02,2026-01-05,180,0.2867466447866767,23971,94323
lonestar,non_app,210,2025-12-02,2026-01-05,210,0.2905157670157932,23971,94323
lonestar,non_app,240,2025-11-02,2025-12-06,7,0.2716866043621133,20794,99098
lonestar,non_app,240,2025-11-02,2025-12-06,30,0.23285186578302688,20794,99098
lonestar,non_app,240,2025-11-02,2025-12-06,60,0.23169236618805905,20794,99098
lonestar,non_app,240,2025-11-02,2025-12-06,90,0.22555771898810803,20794,99098
lonestar,non_app,240,2025-11-02,2025-12-06,120,0.23196165462864465,20794,99098
lonestar,non_app,240,2025-11-02,2025-12-06,150,0.2381763844087134,20794,99098
lonestar,non_app,240,2025-11-02,2025-12-06,180,0.24098704333202836,20794,99098
lonestar,non_app,240,2025-11-02,2025-12-06,210,0.24033335276357834,20794,99098
lonestar,non_app,240,2025-11-02,2025-12-06,240,0.23834390731762614,20794,99098
lonestar,non_app,270,2025-10-03,2025-11-06,7,0.17630589700563837,19308,109178
lonestar,non_app,270,2025-10-03,2025-11-06,30,0.19402208978944874,19308,109178
lonestar,non_app,270,2025-10-03,2025-11-06,60,0.18657887055389866,19308,109178
lonestar,non_app,270,2025-10-03,2025-11-06,90,0.18525282461740894,19308,109178
lonestar,non_app,270,2025-10-03,2025-11-06,120,0.1836374298636988,19308,109178
lonestar,non_app,270,2025-10-03,2025-11-06,150,0.18639360678888,19308,109178
lonestar,non_app,270,2025-10-03,2025-11-06,180,0.18341760803347298,19308,109178
lonestar,non_app,270,2025-10-03,2025-11-06,210,0.18050202814595065,19308,109178
lonestar,non_app,270,2025-10-03,2025-11-06,240,0.17965729925622378,19308,109178
lonestar,non_app,270,2025-10-03,2025-11-06,270,0.176339410488308,19308,109178
lonestar,non_app,365,2025-06-30,2025-08-03,7,0.13200204716395744,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,30,0.15848175023742236,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,60,0.16032652563297986,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,90,0.16532120436422884,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,120,0.16384695745948327,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,150,0.18013814805553693,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,180,0.1814140355721433,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,210,0.18341662235888384,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,240,0.18442362606620197,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,270,0.1889743905319066,14481,105525
lonestar,non_app,365,2025-06-30,2025-08-03,365,0.21366916921305681,14481,105525
