run_tag,as_of_date,brands,brand_slug,run_ts,exported_at,main_columns,env
2026-08-03_rp_ls_133829,2026-08-03,"realprize,lonestar",rp_ls,133829,2026-08-11T13:38:29,"brand,population,goal_horizon,day,raw_goal_ratio,organic_share,adjusted_goal_ratio",colab
