as_of_date,brands,exported_at,main_columns,env
2026-08-03,"realprize,lonestar",2026-08-05T12:42:50.893011Z,"brand,population,goal_horizon,day,raw_goal_ratio,organic_share,adjusted_goal_ratio",colab
