brand,population,patch,cv_after,cv_percentile_within_patch,relative_mad_raw,rmad_percentile_within_patch,relative_IQR,riqr_percentile_within_patch,p10,median,p90,p90_p10_ratio,relative_p10_p90_spread,std_log,log_dispersion_percentile_within_patch,skewness,tail_sensitivity_signal,diagnostic_interpretation
lonestar,Web,1->7,0.31600223030415125,1.0,0.15719896994331906,0.7142857142857143,0.373561435716058,0.7142857142857143,1.6016685718990429,2.7761435418304536,3.542114154047983,2.2115150513618564,0.6989716320178117,0.3064470793497059,1.0,-0.10821526878231821,0.2857142857142857,High CV and high central dispersion; variability appears broad rather than tail-driven.
realprize,Web,1->7,0.2445727297293478,0.8571428571428571,0.19989469201046312,1.0,0.45913138103015533,1.0,1.4671714186445721,1.835317735318577,2.5132412511018636,1.7129840584160847,0.5699666124981423,0.22641296106269154,0.8571428571428571,0.2714168670716473,-0.1428571428571429,High CV and high central dispersion; variability appears broad rather than tail-driven.
lonestar,Blended,1->7,0.23819673615015216,0.7142857142857143,0.19643621365674022,0.8571428571428571,0.39320096127523835,0.8571428571428571,1.919354792973182,2.4601354382137774,3.4858186373048867,1.8161408459064359,0.6367388640476892,0.2256079718375379,0.7142857142857143,0.4396916434121455,-0.1428571428571428,High CV and high central dispersion; variability appears broad rather than tail-driven.
realprize,App,1->7,0.22307881215105532,0.5714285714285714,0.12517858448850458,0.42857142857142855,0.2009987261340343,0.2857142857142857,1.7242725985878966,2.0472234799385873,2.5336326835647958,1.4693921863861488,0.3953452531724472,0.1762655766491314,0.42857142857142855,0.7644827218173854,0.2857142857142857,CV is high in absolute terms but relatively normal compared with other populations in the same maturity patch. High CV but relatively concentrated central distribution; tails appear important.
realprize,Web,14->30,0.2208690274214179,1.0,0.14273164434660468,1.0,0.28167278781895666,1.0,1.0,1.2519826299039947,1.7278252529513132,1.7278252529513132,0.5813381396570372,0.2068732932347117,1.0,1.3356190275842388,0.0,High CV and high central dispersion; variability appears broad rather than tail-driven.
realprize,Web,30->60,0.2017779696058077,1.0,0.14068808606441532,1.0,0.31217504173902383,1.0,1.0,1.163721791567016,1.6492550863228461,1.6492550863228461,0.5579126308604981,0.20274268910050017,1.0,0.9011893046832559,0.0,High CV and high central dispersion; variability appears broad rather than tail-driven.
lonestar,Web,180->270,0.19407691938077176,1.0,0.10819621632784822,1.0,0.23164090137821577,1.0,1.162622266525199,1.3083321606700957,1.8364861452783308,1.5796068922429554,0.5150556555974249,0.1683933878571348,1.0,1.3724248085722557,0.0,High CV and high central dispersion; variability appears broad rather than tail-driven.
realprize,Blended,1->7,0.19202002056589995,0.42857142857142855,0.14194033038875795,0.5714285714285714,0.3237537649379236,0.5714285714285714,1.8339465723671962,2.233402990882106,2.9361710294594476,1.6010123052110168,0.4935179461978406,0.1782234425800731,0.5714285714285714,0.5436394437379748,-0.14285714285714285,CV is high in absolute terms but relatively normal compared with other populations in the same maturity patch.
realprize,Web,7->14,0.15072786417643433,1.0,0.097319273235463,0.8571428571428571,0.22615144936857307,0.8571428571428571,1.1345095875238134,1.2637658559596132,1.6480081231130386,1.452617184760853,0.4063241091438661,0.13743188033382744,0.8571428571428571,0.6514558715693874,0.1428571428571429,High CV and high central dispersion; variability appears broad rather than tail-driven.
