brand,population,patch,n_cohort_dates,n_users,cv_before,cv_after,existing_flagged_status,mean,std,median,MAD,relative_mad_raw,scaled_mad_cv,p10,p25,p75,p90,IQR,relative_IQR,p90_p10_ratio,relative_p10_p90_spread,p10_ratio_valid,median_denominator_valid,std_log,log_p90_p10_spread,pct_positive_for_log,n_excluded_from_log,skewness,is_focus_case,cv_percentile_within_patch,rmad_percentile_within_patch,riqr_percentile_within_patch,p10_p90_percentile_within_patch,log_dispersion_percentile_within_patch,tail_sensitivity_signal,cv_minus_rmad_rank,cv_minus_log_rank,diagnostic_interpretation
lonestar,Web,14->30,30,23374,0.25892481553995583,0.15885231309208403,False,1.5051503480347563,0.24529233750650528,1.4630298439153373,0.14384286499373988,0.09831847627167323,0.14576697292038274,1.2802722444604684,1.3294172762622314,1.6161880994360474,1.759990567928897,0.28677082317381597,0.1960116017909549,1.374700244845651,0.32789373741318495,True,True,0.15505821099956318,0.3182357036036457,1.0,0,1.0793961729173696,False,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,High CV and high central dispersion; variability appears broad rather than tail-driven.
lonestar,Web,30->60,30,15967,0.28935379418630225,0.16229178803987018,False,1.4355668182143195,0.23257491204982733,1.3978542766868713,0.15111654090814786,0.1081060761686241,0.16027806852760207,1.182689040223583,1.2498336693917025,1.5484340204348566,1.743304265369952,0.2986003510431541,0.21361336158078123,1.4740174349128887,0.40105412595303774,True,True,0.15434658464605872,0.38799162199630144,1.0,0,0.9585206477995892,False,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,High CV and high central dispersion; variability appears broad rather than tail-driven.
lonestar,Web,60->90,30,16275,0.22662427303008711,0.12487840143016593,False,1.2518370789238673,0.14428315811509054,1.2300562106704906,0.09897875884671403,0.0804668583338657,0.11930016416578929,1.1152808334955615,1.1304056298815548,1.2851638040788949,1.5147521308526521,0.15475817419734006,0.12581390415726043,1.358180007545768,0.3247585711057408,True,True,0.11048493274227514,0.3061455737731128,1.0,0,0.963305628118536,False,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.8571428571428571,1.0,0.1428571428571429,-0.1428571428571428,-0.2857142857142857,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Web,90->120,30,9219,0.15386251694687297,0.10741588751336203,False,1.1254248964415807,0.0985084506633946,1.0832411497213468,0.05715071943289196,0.052758999644348284,0.07822049287271077,1.0195889470355977,1.0376966228226543,1.2047645102754292,1.26672251528634,0.1670678874527749,0.1542296352901212,1.2423854916917945,0.22814270701802178,True,True,0.08579936657183049,0.21703331513749988,1.0,0,0.6005778805916951,False,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.0,0.42857142857142855,0.2857142857142857,Original-scale CV high relative to log-scale dispersion; variability may be multiplicative / asymmetric.
lonestar,Web,120->150,34,6056,0.1759456256251545,0.07929874985057309,False,1.0992549871667179,0.07872277891581207,1.0931496278246429,0.05302995413007694,0.04851115783262538,0.07192264260265038,1.010392825919195,1.0307983575581057,1.1407404065537055,1.2132658239082714,0.10994204899559978,0.1005736508499604,1.2007862613281273,0.18558575406807915,True,True,0.07009395513203881,0.18297656000594653,1.0,0,0.761921531013767,False,0.5714285714285714,1.0,0.8571428571428571,0.7142857142857143,0.5714285714285714,-0.2857142857142857,-0.4285714285714286,0.0,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Web,150->180,31,4223,0.17790230460764678,0.07772289370998825,False,1.1190310593807722,0.09331780504853127,1.1011491089245167,0.0786355973997459,0.07141230625573375,0.10587588525475085,1.0104277364505845,1.0279579314605978,1.181891212323269,1.2534979757449662,0.15393328086267122,0.13979331192758862,1.2405617250257157,0.22074234753891459,True,True,0.08226206610594043,0.21556428109458284,1.0,0,0.47324738103600766,False,0.8571428571428571,1.0,1.0,1.0,0.8571428571428571,-0.1428571428571429,-0.1428571428571429,0.0,High CV and high central dispersion; variability appears broad rather than tail-driven.
lonestar,Web,180->270,30,26859,2.07056486194119,0.19407691938077176,True,1.405563081777242,0.2569258517008837,1.3083321606700957,0.14155658948454275,0.10819621632784822,0.16041171032766777,1.162622266525199,1.210641654098514,1.5137048950982437,1.8364861452783308,0.3030632409997296,0.23164090137821577,1.5796068922429554,0.5150556555974249,True,True,0.1683933878571348,0.45717601370455274,1.0,0,1.3724248085722557,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,High CV and high central dispersion; variability appears broad rather than tail-driven.
lonestar,Web,270->365,30,31294,0.30614808026024526,0.09887739222398688,False,1.3031905225318645,0.1340319506797395,1.3066753996774856,0.054304788599339515,0.041559509433439286,0.06161612868601708,1.1476632118443446,1.216924030344991,1.3405974510516572,1.479737600295282,0.12367342070666609,0.0946473934821083,1.2893482905296576,0.25413686408491365,True,True,0.09986366140856184,0.2541368895766878,1.0,0,0.889710730096895,False,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.7142857142857142,0.42857142857142855,0.0,High CV but relatively concentrated central distribution; tails appear important.
lonestar,Affiliate,1->7,30,42607,0.1739558810817487,0.1354680291163792,False,1.7907689819285555,0.2500379257507002,1.73498009511372,0.21626033470185568,0.12464715607453745,0.1848018735961092,1.4965445260304178,1.5826818559658942,2.0163476406075813,2.134678083596753,0.43366578464168715,0.24995432850384508,1.4264046585095491,0.36780454102241944,True,True,0.13786851719670726,0.3551570534823446,1.0,0,0.3713559151257901,False,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,-0.2857142857142857,-0.14285714285714285,0.0,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Affiliate,7->14,33,38030,0.1297429820245585,0.08955559645359912,False,1.2157854642297323,0.09735100534528046,1.2052533520988944,0.06733972744069572,0.05587184414250051,0.08283559612567125,1.119855387792357,1.1464106299692056,1.275577642350849,1.3445372912719533,0.1291670123816433,0.10717000882570023,1.2006347479584183,0.18641881649889044,True,True,0.07850631435130666,0.18285037357772424,1.0,0,0.7503541874479714,False,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Affiliate,14->30,32,35716,0.1330107929449713,0.09974901246771256,False,1.2704820965668007,0.11723592002884425,1.2391797305598355,0.06413413056373585,0.051755309566564156,0.076732421963388,1.1403780028026487,1.1922919259921354,1.3720123508437227,1.4493429961459823,0.17972042485158735,0.14503176611062982,1.2709320879427752,0.24933025107160983,True,True,0.09071972784708981,0.23975055879140236,1.0,0,0.5570952902185792,False,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Affiliate,30->60,33,26953,0.15909764541437735,0.09407780423633957,False,1.208918187281879,0.12562963817088751,1.1664865012728163,0.06444921472015985,0.0552507162747583,0.08191471194895664,1.1009799538285414,1.1085925328528796,1.2673430657147187,1.384446089379716,0.15875053286183904,0.13609290179407801,1.257467117875717,0.24300850052003972,True,True,0.09876091624084622,0.22909947384328433,1.0,0,1.2458224197848167,False,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.0,-0.14285714285714285,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Affiliate,60->90,35,35792,0.08620762402472856,0.08620762402472856,False,1.1761684319354435,0.08840598446520061,1.1538007917927449,0.049373790659641204,0.04279230089877606,0.06344386531252538,1.0780945122137833,1.1164205778788008,1.2364004960830546,1.3062849391618252,0.1199799182042538,0.10398668388659381,1.2116608742210093,0.1977728118850445,True,True,0.0732489194633149,0.1919920417455686,1.0,0,0.8700229772911972,False,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Affiliate,90->120,35,40814,0.0681922557355288,0.0681922557355288,False,1.1222233988831496,0.08567545886972372,1.0951346598089329,0.03433125888809596,0.031348892650412234,0.04647786824350118,1.0461543537263653,1.0779849772548387,1.1396986136695284,1.2034943154084512,0.06171363641468974,0.05635255524234514,1.1503984198140995,0.14367179439790245,True,True,0.07139013551167221,0.14010833438677855,1.0,0,2.197059327809036,False,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,-0.14285714285714285,-0.14285714285714285,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Affiliate,120->150,35,51842,0.0635553646456303,0.0635553646456303,False,1.1022856743372074,0.06418147004413471,1.0873634001836345,0.033517880440938175,0.030824911373031,0.04570101360165576,1.0416811015978906,1.0557704777375523,1.128606480773533,1.191520507590747,0.0728360030359807,0.06698404877677519,1.1438438364322916,0.13780067084063277,True,True,0.05645340413402349,0.13439437702460044,1.0,0,1.2546129873715077,False,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Affiliate,150->180,35,48094,0.03199368448191606,0.03199368448191606,False,1.067943940693559,0.035242310513377305,1.0594883654435685,0.017793773501923793,0.016794685135097447,0.024899800181295475,1.0278215764768566,1.0485966975011336,1.0843324146344833,1.1058096896637104,0.035735717133349665,0.03372922091351937,1.0758770928454136,0.07360922095090974,True,True,0.03221777270153736,0.0731362292352097,1.0,0,1.6852826904408804,False,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Affiliate,180->270,35,40012,0.08789223631764141,0.08789223631764141,False,1.2045382373903604,0.11625056642314939,1.1947427379608875,0.05864116149863219,0.049082668289507476,0.07276996400602377,1.0928714796454708,1.1270747311661875,1.24247001034085,1.3113120972699523,0.11539527917466241,0.0965858803809194,1.1998776815873573,0.18283485698126306,True,True,0.08910824694222573,0.18221961958799868,1.0,0,2.1852457186109726,False,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,-0.14285714285714285,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Affiliate,270->365,35,32554,0.09460817253807544,0.09460817253807544,False,1.1505058176587348,0.11855448730536826,1.1099079990655816,0.040233343036231384,0.03624925946123765,0.05374315207723094,1.0561624855081249,1.073373627013631,1.1881604202444218,1.29974698883437,0.11478679323079088,0.10342009727601614,1.2306316562730928,0.219463688460049,True,True,0.09481185816868704,0.2075275792523633,1.0,0,2.05944643965063,False,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.28571428571428575,0.5714285714285714,0.0,High CV but relatively concentrated central distribution; tails appear important.
lonestar,Blended,1->7,30,83998,0.30809886445487106,0.23819673615015216,True,2.6376088724724016,0.6011262871718347,2.4601354382137774,0.4832596905654798,0.19643621365674022,0.29123633036748303,1.919354792973182,2.1712478142941056,3.1385754334670426,3.4858186373048867,0.967327619172937,0.39320096127523835,1.8161408459064359,0.6367388640476892,True,True,0.2256079718375379,0.5967138354901326,1.0,0,0.4396916434121455,True,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,-0.1428571428571428,-0.1428571428571428,0.0,High CV and high central dispersion; variability appears broad rather than tail-driven.
lonestar,Blended,7->14,33,81256,0.11260993544249197,0.0993351845976135,False,1.3630419545526242,0.13616978786149364,1.3104529147297557,0.08434944758464225,0.06436663739424546,0.0954299766007083,1.2131113726299703,1.265857367129461,1.443781664690297,1.5745991115722724,0.17792429756083594,0.13577313275504282,1.29798396676359,0.27584946767572255,True,True,0.09765336915689875,0.2608122659433511,1.0,0,0.6552082212744142,False,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Blended,14->30,30,80092,0.14887701753401625,0.10103162688231854,False,1.5283590570438355,0.15379866383927654,1.489036046397223,0.09333679314863808,0.06268269554284454,0.09293336441182132,1.353650151461629,1.4067747461586773,1.679203439957917,1.749207138790914,0.27242869379923973,0.18295641294808873,1.2922150800206205,0.26564634770686013,True,True,0.09970786747758102,0.2563578621099121,1.0,0,0.3392565864690923,False,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.0,0.1428571428571429,0.0,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Blended,30->60,30,68650,0.2256774868877407,0.1301711544926913,False,1.555081134567886,0.19980776895007737,1.529517569542973,0.153019972045924,0.10004459908992551,0.14832612261072353,1.3146567768991493,1.3818286840506475,1.682948454466903,1.8382055383880023,0.3011197704162556,0.19687238408528487,1.3982398833585565,0.342296663937827,True,True,0.12756041486583805,0.33521421947690566,1.0,0,0.3452646993794678,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,High CV and high central dispersion; variability appears broad rather than tail-driven.
lonestar,Blended,60->90,33,76397,0.1715233627297615,0.08623048732741309,False,1.2902245857726935,0.1233676766339056,1.2725525627309866,0.080049176620272,0.06290441665409945,0.09326208813136783,1.1445244152898932,1.1956073668927312,1.3601395721294784,1.472960759511553,0.16453220523674728,0.12929305244857603,1.2869631611471313,0.2580925565202686,True,True,0.0937166424361819,0.2522853043870175,1.0,0,0.6455006736712099,False,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.42857142857142855,-0.28571428571428575,-0.14285714285714285,0.0,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Blended,90->120,35,75412,0.08331271098312847,0.08331271098312847,False,1.2004021454759166,0.1011327733953591,1.1762967461092937,0.07407019137750126,0.06296896733115603,0.09335779096517192,1.0666872424495888,1.1365090267726625,1.2684378389304554,1.3425289454216272,0.13192881215779284,0.11215606316531873,1.2585966082603397,0.23450009862257068,True,True,0.08286477053180966,0.22999729725591278,1.0,0,0.5777866585437244,False,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.14285714285714285,-0.2857142857142857,0.14285714285714285,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Blended,120->150,35,87668,0.09531237424683645,0.09531237424683645,False,1.1787441622767765,0.11467360204871102,1.154804518789441,0.045194078474093624,0.03913569590242832,0.058022582744940224,1.0834184529864777,1.109587618455868,1.1904704518736235,1.3239031343385446,0.0808828334177556,0.07004028136514698,1.2219684192097366,0.20824709068870143,True,True,0.09071904419676732,0.2004630168882335,1.0,0,1.803769440421061,False,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.1428571428571428,0.0,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Blended,150->180,35,82701,0.052297963669458214,0.052297963669458214,False,1.136676435875493,0.06219503495677986,1.1290934731213227,0.03426221297824372,0.0303448862241029,0.044989328315854955,1.0763157012575861,1.0925925596619939,1.1600557964484643,1.206324770662684,0.06746323678647048,0.05974991299876327,1.120790832330322,0.11514464701110559,True,True,0.05282849656630073,0.11403453643040669,1.0,0,1.5204920399544124,False,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Blended,180->270,34,128516,0.10256525820592685,0.0849588379808578,False,1.3317989714420482,0.11982894505246916,1.3271924925571281,0.06838279694933402,0.05152440006466547,0.07639007553587303,1.2010050416978224,1.2436996720031623,1.3820989723503248,1.496084350156314,0.1383993003471624,0.10427974926267533,1.245693646748849,0.22233346715965546,True,True,0.08802422873623283,0.21969252075148318,1.0,0,0.7150198254899316,False,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.14285714285714285,Distribution appears broadly stable relative to peers (or not in high-CV focus).
lonestar,Blended,270->365,33,120033,0.1354685006427621,0.09231100018802296,False,1.2685879561201168,0.11697528753729038,1.2487422386229061,0.06613543805109345,0.052961640926014165,0.0785209288369086,1.156844781986438,1.194852078553398,1.314905248493758,1.3974533773888753,0.12005316994035997,0.09613927216296678,1.2079869306142212,0.19268075344978863,True,True,0.08732464609568293,0.18895528042613463,1.0,0,1.5131133745531544,False,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,-0.1428571428571429,0.14285714285714285,High CV but relatively concentrated central distribution; tails appear important.
