brand,population,patch,cv_before,cv_after,n_users,n_cohort_dates,mean,median,p10,p90,max,pct_zero,skewness,cv_reduction_from_trim,time_trend_strength,diagnostic_notes
realprize,Web,1->7,0.359043237276716,0.2445727297293478,6241,35,1.9535015954294639,1.835317735318577,1.4671714186445721,2.5132412511018636,2.7934473959762944,0.0,0.2714168670716473,0.1144705075473682,0.16378056969929689,"Broad dispersion across most cohort dates | User-level zeros common, but cohort growth_ratio rarely zero (aggregation) | High cohort metric may be whale-driven (top1 user revenue share high on peak date)"
realprize,Web,7->14,0.22049361918290258,0.15072786417643433,6565,35,1.338613144347163,1.2637658559596132,1.1345095875238134,1.6480081231130386,1.6946718495626498,0.0,0.6514558715693874,0.06976575500646826,0.1226410359072753,"User-level zeros common, but cohort growth_ratio rarely zero (aggregation) | High cohort metric may be whale-driven (top1 user revenue share high on peak date)"
realprize,Web,14->30,0.5362235568082949,0.2208690274214179,5061,35,1.3302348364112981,1.2519826299039947,1.0,1.7278252529513132,2.2846074137248333,0.0,1.3356190275842388,0.315354529386877,0.29728860359834364,"Broad dispersion across most cohort dates | Large mean-median difference / strong right skew | User-level zeros common, but cohort growth_ratio rarely zero (aggregation) | High cohort metric may be whale-driven (top1 user revenue share high on peak date)"
realprize,Web,30->60,0.27288436627910007,0.2017779696058077,1277,35,1.2666407621145046,1.163721791567016,1.0,1.6492550863228461,1.88892588145399,0.0,0.9011893046832559,0.07110639667329235,0.015279157122825465,"Broad dispersion across most cohort dates | Small sample size may contribute to instability | User-level zeros common, but cohort growth_ratio rarely zero (aggregation) | High cohort metric may be whale-driven (top1 user revenue share high on peak date)"
realprize,App,1->7,0.3413817307111275,0.22307881215105532,31034,35,2.1288474505683714,2.0472234799385873,1.7242725985878966,2.5336326835647953,3.2667161000637597,0.0,0.7644827218173853,0.11830291856007216,0.2021650088355443,"User-level zeros common, but cohort growth_ratio rarely zero (aggregation) | High cohort metric may be whale-driven (top1 user revenue share high on peak date)"
realprize,Blended,1->7,0.27784995498601617,0.19202002056589992,72490,35,2.308281285656935,2.233402990882106,1.8339465723671962,2.9361710294594476,3.1689991166707183,0.0,0.5436394437379741,0.08582993442011624,0.27032404804228993,"Broad dispersion across most cohort dates | User-level zeros common, but cohort growth_ratio rarely zero (aggregation) | High cohort metric may be whale-driven (top1 user revenue share high on peak date)"
lonestar,Web,1->7,0.43933974924434294,0.31600223030415125,19978,35,2.6938302976523505,2.7761435418304536,1.6016685718990429,3.542114154047983,4.18715362245727,0.0,-0.10821526878231821,0.12333751894019168,0.14136022172575896,"Broad dispersion across most cohort dates | User-level zeros common, but cohort growth_ratio rarely zero (aggregation) | High cohort metric may be whale-driven (top1 user revenue share high on peak date)"
lonestar,Web,180->270,2.07056486194119,0.19407691938077176,26859,35,1.405563081777242,1.3083321606700957,1.162622266525199,1.8364861452783308,2.1980963601623107,0.0,1.3724248085722557,1.8764879425604182,0.28902208955985526,"High CV appears concentrated in a few extreme cohort dates | Large mean-median difference / strong right skew | User-level zeros common, but cohort growth_ratio rarely zero (aggregation) | High cohort metric may be whale-driven (top1 user revenue share high on peak date)"
lonestar,Blended,1->7,0.30809886445487106,0.23819673615015216,84031,35,2.6376088724724016,2.4601354382137774,1.919354792973182,3.4858186373048867,3.8630136689587844,0.0,0.4396916434121452,0.0699021283047189,0.08798588174155796,"Broad dispersion across most cohort dates | User-level zeros common, but cohort growth_ratio rarely zero (aggregation) | High cohort metric may be whale-driven (top1 user revenue share high on peak date)"
