brand,population,patch,cohort_date,n_users_from_patch,sum_cum_s,sum_cum_e,ARPU_s,ARPU_e,cohort_metric_used_for_cv,abs_dev,distance_from_mean,distance_from_median,percentile_rank,was_removed_by_existing_trim,n_users,total_revenue,n_payers,payer_rate,ARPPU,max_user_revenue,top1_user_revenue_share,top5_users_revenue_share,pct_users_zero_revenue,pct_users_near_zero_revenue
realprize,Web,1->7,2026-07-05,136,401.82,1008.2834999999999,2.954558823529412,7.413849264705881,2.509291473794236,0.47587700177483194,0.47587700177483194,0.641682278671396,0.8285714285714286,False,136,1008.2834999999999,16,0.11764705882352941,63.01771874999999,417.5334999999999,0.4141032755172528,0.7750136742295198,0.8823529411764706,0.8823529411764706
realprize,Web,1->7,2026-07-06,107,333.4686,495.37859999999995,3.116528971962617,4.629706542056074,1.4855329707204814,0.5478815012989227,-0.5478815012989227,-0.38207622440235856,0.2,False,107,495.3786,15,0.14018691588785046,33.025240000000004,73.5786,0.14853003339264148,0.5561172808030059,0.8598130841121495,0.8598130841121495
realprize,Web,1->7,2026-07-07,107,609.83,2052.868999999999,5.699345794392523,19.185691588785037,3.3662971647836266,1.3328826927642226,1.3328826927642226,1.4986879696607867,0.9714285714285714,True,107,2052.868999999999,20,0.18691588785046728,102.64344999999994,905.2689999999989,0.4409774807842095,0.7453515056245673,0.8130841121495327,0.8130841121495327
realprize,Web,1->7,2026-07-08,111,169.92,417.5811,1.5308108108108107,3.761991891891892,2.4575158898305087,0.42410141781110466,0.42410141781110466,0.5899066947076688,0.7714285714285715,False,111,417.58110000000005,12,0.10810810810810811,34.798425,72.7711,0.1742681840725071,0.617056423291188,0.8918918918918919,0.8918918918918919
realprize,Web,1->7,2026-07-09,121,822.61,1536.3139999999994,6.798429752066116,12.696809917355367,1.86760919512284,0.1658052768965641,-0.1658052768965641,0.0,0.5142857142857142,False,121,1536.3139999999996,25,0.2066115702479339,61.452559999999984,379.8639999999995,0.24725674569131026,0.53356540394737,0.7933884297520661,0.7933884297520661
realprize,Web,1->7,2026-07-10,133,609.75,1478.6462,4.584586466165414,11.117640601503759,2.42500401804018,0.3915895460207759,0.3915895460207759,0.55739482291734,0.7142857142857143,False,133,1478.6462,20,0.15037593984962405,73.93231,313.1361999999999,0.21177222786627384,0.7309633636498035,0.849624060150376,0.849624060150376
realprize,Web,1->7,2026-07-11,110,997.69,2284.23,9.069909090909091,20.765727272727272,2.2895187884012067,0.25610431638180264,0.25610431638180264,0.42190959327836675,0.6857142857142857,False,110,2284.23,17,0.15454545454545454,134.3664705882353,833.73,0.3649938929092079,0.867425784618887,0.8454545454545455,0.8454545454545455
realprize,Web,1->7,2026-07-12,129,269.85999999999996,413.02599999999995,2.091937984496124,3.2017519379844956,1.5305195286444822,0.5028949433749219,-0.5028949433749219,-0.3370896664783578,0.2571428571428571,False,129,413.02599999999995,16,0.12403100775193798,25.814124999999997,95.19599999999997,0.23048427944003522,0.5450891711417682,0.875968992248062,0.875968992248062
realprize,Web,1->7,2026-07-13,149,2298.3051999999966,3152.9751999999967,15.424867114093937,21.160907382550313,1.3718696716171557,0.6615448004022484,-0.6615448004022484,-0.4957395235056843,0.11428571428571428,False,149,3152.975199999997,25,0.16778523489932887,126.11900799999988,1533.5951999999968,0.4863962139632428,0.7752313433990851,0.8322147651006712,0.8322147651006712
realprize,Web,1->7,2026-07-14,166,1108.2034000000008,1425.0034000000007,6.675924096385547,8.584357831325306,1.2858680996647365,0.7475463723546676,-0.7475463723546676,-0.5817410954581035,0.08571428571428572,False,166,1425.003400000001,23,0.13855421686746988,61.95666956521743,622.4434000000008,0.4368013437722327,0.6801832192119684,0.8614457831325302,0.8614457831325302
realprize,Web,1->7,2026-07-15,136,632.6899999999999,722.8280000000001,4.652132352941176,5.314911764705883,1.1424678752627673,0.8909465967566368,-0.8909465967566368,-0.7251413198600727,0.02857142857142857,True,136,722.828,21,0.15441176470588236,34.42038095238095,179.09800000000007,0.24777402092890713,0.5506399862761268,0.8455882352941176,0.8455882352941176
realprize,Web,1->7,2026-07-16,169,1787.6699999999998,2795.775,10.57792899408284,16.543047337278107,1.5639211935088693,0.4694932785105348,-0.4694932785105348,-0.3036880016139707,0.3142857142857143,False,169,2795.7749999999996,26,0.15384615384615385,107.52980769230768,981.445,0.3510457744274844,0.7883663742611621,0.8461538461538461,0.8461538461538461
realprize,Web,1->7,2026-07-17,171,1256.51,3083.0420000000004,7.3480116959064325,18.029485380116963,2.45365496494258,0.4202404929231758,0.4202404929231758,0.5860457698197399,0.7428571428571429,False,171,3083.0420000000004,41,0.23976608187134502,75.19614634146342,719.9320000000002,0.2335135233318262,0.595730450639336,0.7602339181286549,0.7602339181286549
realprize,Web,1->7,2026-07-18,167,533.5079,935.2479,3.194658083832335,5.600286826347305,1.7530160284411909,0.2803984435782132,-0.2803984435782132,-0.1145931666816491,0.45714285714285713,False,167,935.2479000000001,22,0.1317365269461078,42.51126818181819,153.7079,0.1643499012400883,0.5725518335833739,0.8682634730538922,0.8682634730538922
realprize,Web,1->7,2026-07-19,175,637.6999999999999,1437.8531000000005,3.6439999999999997,8.21630342857143,2.254748471067901,0.22133399904849682,0.22133399904849682,0.3871392759450609,0.6571428571428571,False,175,1437.8531000000005,32,0.18285714285714286,44.932909375000015,395.3131000000005,0.2749328843120346,0.5669446343301693,0.8171428571428572,0.8171428571428572
realprize,Web,1->7,2026-07-20,186,983.67,2747.830400000001,5.288548387096774,14.773281720430115,2.7934473959762944,0.7600329239568904,0.7600329239568904,0.9258382008534545,0.9142857142857143,False,186,2747.830400000001,23,0.12365591397849462,119.4708869565218,1208.3704000000014,0.4397543603855612,0.7217368291725722,0.8763440860215054,0.8763440860215054
realprize,Web,1->7,2026-07-21,160,524.77,905.2425999999999,3.2798125,5.65776625,1.7250273453131848,0.30838712670621926,-0.30838712670621926,-0.14258184980965516,0.42857142857142855,False,160,905.2425999999998,27,0.16875,33.527503703703694,110.68259999999997,0.12226843942165337,0.44244780349488644,0.83125,0.83125
realprize,Web,1->7,2026-07-22,192,620.73,1119.1925,3.23296875,5.8291276041666675,1.803026275514314,0.23038819650509001,-0.23038819650509001,-0.06458291960852591,0.4857142857142857,False,192,1119.1925,26,0.13541666666666666,43.04586538461539,261.6625,0.23379579473593684,0.49099909086238513,0.8645833333333334,0.8645833333333334
realprize,Web,1->7,2026-07-23,169,1319.51,4025.6991999999996,7.807751479289941,23.820705325443786,3.0509046540003486,1.0174901819809445,1.0174901819809445,1.1832954588775086,0.9428571428571428,True,169,4025.699199999999,33,0.1952662721893491,121.99088484848482,2365.3991999999994,0.5875747497478202,0.7812727786517184,0.8047337278106509,0.8047337278106509
realprize,Web,1->7,2026-07-24,180,3294.48,4898.137599999985,18.302666666666667,27.21187555555547,1.486771083752211,0.546643388267193,-0.546643388267193,-0.38083811137062895,0.22857142857142856,False,180,4898.137599999985,35,0.19444444444444445,139.94678857142813,3282.857599999985,0.670225679245923,0.8396308833790209,0.8055555555555556,0.8055555555555556
realprize,Web,1->7,2026-07-25,207,1778.7956,2745.2756,8.593215458937198,13.262200966183574,1.5433339277430187,0.49008054427638537,-0.49008054427638537,-0.32427526737982126,0.2857142857142857,False,207,2745.2756,44,0.21256038647342995,62.392627272727275,510.3056,0.18588501642603752,0.521250252615803,0.7874396135265701,0.7874396135265701
realprize,Web,1->7,2026-07-26,221,1882.41,7243.974000000008,8.517692307692307,32.778162895927636,3.8482445375874583,1.8148300655680543,1.8148300655680543,1.9806353424646184,1.0,True,221,7243.974000000008,41,0.18552036199095023,176.68229268292703,4277.104000000008,0.5904361335366476,0.7674908827668351,0.8144796380090498,0.8144796380090498
realprize,Web,1->7,2026-07-27,194,949.63,2053.9211000000005,4.895,10.587222164948455,2.1628645893663854,0.1294501173469813,0.1294501173469813,0.2952553942435454,0.5714285714285714,False,194,2053.9211000000005,38,0.1958762886597938,54.05055526315791,407.63110000000074,0.19846482905307347,0.4695609290931383,0.8041237113402062,0.8041237113402062
realprize,Web,7->14,2026-06-16,138,593.82,785.5788,4.30304347826087,5.6926,1.322924118419723,0.06953106348412819,-0.06953106348412819,0.06474193823057406,0.6,False,138,785.5788,9,0.06521739130434782,87.28653333333334,401.7488,0.5114048393362958,0.8982151758677807,0.9347826086956522,0.9347826086956522
realprize,Web,7->14,2026-06-17,205,385.26359999999977,467.1835999999998,1.8793346341463404,2.2789443902439013,1.2126336357756093,0.17982154612824175,-0.17982154612824175,-0.045548544413539505,0.4,False,205,467.1835999999998,13,0.06341463414634146,35.93719999999998,215.35359999999977,0.4609613864870254,0.7069888583417738,0.9365853658536586,0.9365853658536586
realprize,Web,7->14,2026-06-18,190,914.6800000000001,1505.8149999999996,4.814105263157895,7.925342105263156,1.6462752000699694,0.2538200181661183,0.2538200181661183,0.38809301988082057,0.8571428571428571,False,190,1505.8149999999996,16,0.08421052631578947,94.11343749999997,884.1149999999996,0.5871338776675752,0.8393760189664733,0.9157894736842105,0.9157894736842105
realprize,Web,7->14,2026-06-19,188,165.66119999999998,170.65119999999996,0.8811765957446808,0.90771914893617,1.0301217183021731,0.36233346360167795,-0.36233346360167795,-0.2280604618869757,0.05714285714285714,True,188,170.65119999999996,7,0.03723404255319149,24.37874285714285,60.70119999999998,0.3557033293642236,0.9122186073112877,0.9627659574468085,0.9627659574468085
realprize,Web,7->14,2026-06-20,193,429.77,492.51279999999997,2.2267875647668394,2.5518797927461137,1.1459915768899642,0.24646360501388687,-0.24646360501388687,-0.11219060329918462,0.22857142857142856,False,193,492.51279999999997,8,0.04145077720207254,61.564099999999996,117.71279999999999,0.23900454972946894,0.8478212139867229,0.9585492227979274,0.9585492227979274
realprize,Web,7->14,2026-06-21,305,1210.9234999999999,1355.8335,3.970240983606557,4.445355737704918,1.119668996431236,0.272786185472615,-0.272786185472615,-0.13851318375791277,0.14285714285714285,False,305,1355.8334999999997,16,0.05245901639344262,84.73959374999998,422.4435,0.3115747619453274,0.7973202461806705,0.9475409836065574,0.9475409836065574
realprize,Web,7->14,2026-06-22,428,218.95000000000002,258.90000000000003,0.5115654205607477,0.6049065420560749,1.1824617492578215,0.20999343264602954,-0.20999343264602954,-0.0757204309313273,0.2857142857142857,False,428,258.9,10,0.02336448598130841,25.889999999999997,107.05000000000001,0.4134801081498649,0.787794515256856,0.9766355140186916,0.9766355140186916
realprize,Web,7->14,2026-06-23,294,733.72,1112.3582999999999,2.4956462585034016,3.7835316326530606,1.516052853949735,0.12359767204588401,0.12359767204588401,0.25787067376058626,0.7714285714285715,False,294,1112.3583,18,0.061224489795918366,61.79768333333334,206.70829999999998,0.18582888265408723,0.6540503181393981,0.9387755102040817,0.9387755102040817
realprize,Web,7->14,2026-06-24,256,339.81,538.8864999999998,1.3273828125,2.1050253906249994,1.585846502457255,0.1933913205534039,0.1933913205534039,0.32766432226810616,0.8,False,256,538.8865,14,0.0546875,38.49189285714285,159.1064999999999,0.295250484100084,0.6383654071868565,0.9453125,0.9453125
realprize,Web,7->14,2026-06-25,234,759.61,1276.5716,3.2461965811965814,5.455434188034188,1.6805618672739957,0.2881066853701446,0.2881066853701446,0.42237968708484686,0.9142857142857143,False,234,1276.5716,19,0.0811965811965812,67.18797894736842,224.0616,0.1755182396349723,0.6437489287714061,0.9188034188034188,0.9188034188034188
realprize,Web,7->14,2026-06-26,230,602.6999999999999,758.3063999999999,2.6204347826086956,3.2969843478260867,1.2581821801891488,0.13427300171470224,-0.13427300171470224,0.0,0.5142857142857142,False,230,758.3063999999999,18,0.0782608695652174,42.12813333333333,220.6363999999999,0.29095943275699626,0.7193218994327358,0.9217391304347826,0.9217391304347826
realprize,Web,7->14,2026-06-27,273,2355.4900000000002,3918.6036,8.628168498168499,14.35385934065934,1.66360443050066,0.271149248596809,0.271149248596809,0.40542225031151125,0.8857142857142857,False,273,3918.6036,17,0.06227106227106227,230.50609411764705,1847.0935999999997,0.47136525878759455,0.9252846090377704,0.9377289377289377,0.9377289377289377
realprize,Web,7->14,2026-06-28,294,2445.47,3542.026600000002,8.317925170068026,12.04770952380953,1.448403210834728,0.055948028930876914,0.055948028930876914,0.19022103064557916,0.6857142857142857,False,294,3542.026600000002,23,0.0782312925170068,154.0011565217392,1601.766600000002,0.45221755251640433,0.7508262642635153,0.9217687074829932,0.9217687074829932
