run_tag,as_of_date,brands,brand_slug,run_ts,exported_at,env,experiment_tag,purpose
2026-08-03_rp_ls_cv_diagnosis_114014,2026-08-03,"realprize,lonestar",rp_ls,114014,2026-08-12T11:40:14,colab,cv_diagnosis,cv_diagnosis_only
