as_of_date,eval_cost_start,eval_cost_end,goal_horizon,lookback_cohorts,patches,sql_floor,eval_deposit_end,actuals_winsorized,primary,arpu_nominal_after_organic,run_ts,exported_at,plots,engine,obs_end,primary_slice,max_life_days_first,pct_used_wired_into_curve
2026-07-10,2026-07-10,2026-08-17,120,35,"[(1, 7), (7, 14), (14, 30), (30, 60), (60, 90), (90, 120)]",2026-01-31,2026-08-17,False,shape_to_dstar,False,064344,2026-08-18T06:48:31,plot_first_day_lonestar_Affiliate.png;plot_first_day_lonestar_Blended.png;plot_first_day_lonestar_Web.png;plot_first_day_realprize_Affiliate.png;plot_first_day_realprize_App.png;plot_first_day_realprize_Blended.png;plot_first_day_realprize_Web.png;plot_first_5_days_lonestar_Affiliate.png;plot_first_5_days_lonestar_Blended.png;plot_first_5_days_lonestar_Web.png;plot_first_5_days_realprize_Affiliate.png;plot_first_5_days_realprize_App.png;plot_first_5_days_realprize_Blended.png;plot_first_5_days_realprize_Web.png,production,2026-08-17,first_day,39,False
