brand,population,goal_horizon,day,ARPU_nominal,ARPU_at_horizon,raw_goal_ratio,organic_share,adjusted_goal_ratio,effective_patch,is_extrapolated
realprize,Web,120,1,2.1646108472998136,9.655187062226886,0.22419149762185597,0.5132033355491407,0.10913567324056225,1->7,False
realprize,Web,120,2,2.8381804934823096,9.655187062226886,0.2939539622785628,0.5132033355491407,0.1430958083393181,1->7,False
realprize,Web,120,3,3.1560651769087524,9.655187062226886,0.3268776831114894,0.5132033355491407,0.15912296582209803,1->7,False
realprize,Web,120,4,3.419653072625698,9.655187062226886,0.35417781660638115,0.5132033355491407,0.17241257974647453,1->7,False
realprize,Web,120,5,3.5593107076350097,9.655187062226886,0.3686423354302247,0.5132033355491407,0.1794538592628082,1->7,False
realprize,Web,120,6,3.840283054003724,9.655187062226886,0.39774299858235945,0.5132033355491407,0.19361996501857545,1->7,False
realprize,Web,120,7,4.068658310055865,9.655187062226886,0.42139611421650314,0.5132033355491407,0.20513422281314708,1->7,False
realprize,Web,120,8,4.207587946278883,9.655187062226886,0.4357852332804455,0.5132033355491407,0.21213879797786048,7->14,False
realprize,Web,120,9,4.34137713626051,9.655187062226886,0.44964194979141175,0.5132033355491407,0.21888420135564002,7->14,False
realprize,Web,120,10,4.4781670867279795,9.655187062226886,0.4638094588811756,0.5132033355491407,0.22578089752411426,7->14,False
realprize,Web,120,11,4.98706258611921,9.655187062226886,0.5165164127818551,0.5132033355491407,0.25143846687633026,7->14,False
realprize,Web,120,12,5.12405117424687,9.655187062226886,0.5307044950266403,0.5132033355491407,0.2583451779880462,7->14,False
realprize,Web,120,13,5.23115742841827,9.655187062226886,0.5417976259500609,0.5132033355491407,0.263745277119884,7->14,False
realprize,Web,120,14,5.326350730218624,9.655187062226886,0.5516569172498401,0.5132033355491407,0.2685447472384659,7->14,False
realprize,Web,120,15,5.362109582707758,9.655187062226886,0.5553605070672792,0.5132033355491407,0.27034764240808945,14->30,False
realprize,Web,120,16,5.429810392433968,9.655187062226886,0.5623723660079589,0.5132033355491407,0.27376099195201226,14->30,False
realprize,Web,120,17,5.462305113723259,9.655187062226886,0.5657378856068921,0.5132033355491407,0.2753993156669169,14->30,False
realprize,Web,120,18,5.510226636624202,9.655187062226886,0.5707011786629553,0.5132033355491407,0.2778154301713006,14->30,False
realprize,Web,120,19,5.572727307190345,9.655187062226886,0.5771744525791759,0.5132033355491407,0.2809665983217935,14->30,False
realprize,Web,120,20,5.625848969251358,9.655187062226886,0.5826763306596987,0.5132033355491407,0.2836448942196073,14->30,False
realprize,Web,120,21,5.638864948832368,9.655187062226886,0.5840244122139061,0.5132033355491407,0.2843011358236032,14->30,False
realprize,Web,120,22,5.713855332391178,9.655187062226886,0.5917912615846643,0.5132033355491407,0.28808201219058055,14->30,False
realprize,Web,120,23,5.748960023325037,9.655187062226886,0.5954270990580983,0.5132033355491407,0.2898519257451337,14->30,False
realprize,Web,120,24,5.815102875527339,9.655187062226886,0.6022775983571814,0.5132033355491407,0.2931867259537503,14->30,False
realprize,Web,120,25,5.954598327981046,9.655187062226886,0.616725319727536,0.5132033355491407,0.3002198285257543,14->30,False
realprize,Web,120,26,5.975430147982999,9.655187062226886,0.6188828978114918,0.5132033355491407,0.30127013034031624,14->30,False
realprize,Web,120,27,6.1343518196973585,9.655187062226886,0.6353426174098923,0.5132033355491407,0.30928266693861406,14->30,False
realprize,Web,120,28,6.282076883163893,9.655187062226886,0.6506426900562801,0.5132033355491407,0.31673069126873143,14->30,False
realprize,Web,120,29,6.361313352295388,9.655187062226886,0.658849311908433,0.5132033355491407,0.32072564741276904,14->30,False
realprize,Web,120,30,6.389951321076163,9.655187062226886,0.66181538274644,0.5132033355491407,0.3221695208032358,14->30,False
realprize,Web,120,31,6.389951321076163,9.655187062226886,0.66181538274644,0.5132033355491407,0.3221695208032358,30->60,False
realprize,Web,120,32,6.415030015087903,9.655187062226886,0.6644128149712235,0.5132033355491407,0.3234339421463976,30->60,False
realprize,Web,120,33,6.47768909442054,9.655187062226886,0.6709024954847965,0.5132033355491407,0.32659309697375666,30->60,False
realprize,Web,120,34,6.502391482503115,9.655187062226886,0.6734609532260469,0.5132033355491407,0.32783854566833587,30->60,False
realprize,Web,120,35,6.703146553586087,9.655187062226886,0.6942534111855999,0.5132033355491407,0.33796024484878096,30->60,False
